"Simplified","Traditional","Pinyin","Level","Meaning"
"复苏","復甦","fu4su1","7","to recover (health, economic)"
"复原","復原","fu4yuan2","7","to restore (sth) to (its) former condition"
"赋予","賦予","fu4yu3","7","to assign"
"该死","該死","gai1si3","7","Damn it!"
"改编","改編","gai3bian1","7","to adapt"
"改观","改觀","gai3guan1","7","change of appearance"
"改选","改選","gai3xuan3","7","reelection"
"钙","鈣","gai4","7","calcium (chemistry)"
"概况","概況","gai4kuang4","7","general situation"
"盖章","蓋章","gai4zhang1","7","to affix a seal"
"尴尬","尷尬","gan1ga4","7","awkward"
"干扰","干擾","gan1rao3","7","to disturb"
"干燥","乾燥","gan1zao4","7","to dry (of weather, paint, cement etc)"
"感触","感觸","gan3chu4","7","one's thoughts and feelings"
"赶忙","趕忙","gan3mang2","7","to hurry"
"纲领","綱領","gang1ling3","7","program (i.e. plan of action)"
"刚强","剛強","gang1qiang2","7","firm"
"钢铁","鋼鐵","gang1tie3","7","steel"
"岗位","崗位","gang3wei4","7","a post"
"高见","高見","gao1jian4","7","wise opinion"
"高压","高壓","gao1ya1","7","high pressure"
"告别","告別","gao4bie2","7","to leave"
"告状","告狀","gao4zhuang4","7","to tell on sb"
"歌颂","歌頌","ge1song4","7","to sing the praises of"
"鸽子","鴿子","ge1zi","7","pigeon"
"隔阂","隔閡","ge2he2","7","misunderstanding"
"个数","個數","ge4shu4","7","number of items or individuals"
"个体","個體","ge4ti3","7","individual"
"给予","給予","gei3yu3","7","to accord"
"跟进","跟進","gen1jin4","7","to follow"
"更动","更動","geng1dong4","7","to change"
"工艺品","工藝品","gong1yi4pin3","7","handicraft article"
"公费","公費","gong1fei4","7","at public expense"
"公会","公會","gong1hui4","7","guild"
"公认","公認","gong1ren4","7","publicly known (to be)"
"公务","公務","gong1wu4","7","official business"
"公务员","公務員","gong1wu4yuan2","7","functionary"
"公债","公債","gong1zhai4","7","government bond"
"功劳","功勞","gong1lao2","7","contribution"
"攻读","攻讀","gong1du2","7","to major (in a field)"
"攻击","攻擊","gong1ji2","7","to attack"
"供给","供給","go1nji3","7","to furnish"
"宫殿","宮殿","gong1dian4","7","palace"
"恭维","恭維","gong1wei2","7","to praise"
"巩固","鞏固","gong3gu4","7","to consolidate"
"共产","共產","gong4chan3","7","communist"
"共和国","共和國","gong4he2guo2","7","republic"
"共鸣","共鳴","gong4ming2","7","resonance (physics)"
"供养","供養","gong4yang4","7","to supply"
"勾结","勾結","gou1jie2","7","to collude with"
"构想","構想","gou4xiang3","7","to conceive"
"孤独","孤獨","gu1du2","7","lonely"
"孤儿","孤兒","gu1er2","7","orphan"
"辜负","辜負","gu1fu4","7","to fail to live up (to expectations)"
"估价","估價","gu1jia4","7","to value"
"古迹","古跡","gu3ji1","7","places of historic interest"
"鼓动","鼓動","gu3dong4","7","to agitate"
"固体","固體","gu4ti3","7","solid"
"固执","固執","gu4zhi2","7","obstinate"
"顾全","顧全","gu4quan2","7","to give careful consideration to"
"蜗牛","蝸牛","guan1iu2","7","snail"
"寡妇","寡婦","gua3fu4","7","widow"
"观测","觀測","guan1ce4","7","to observe"
"观感","觀感","guan1gan3","7","one's impressions"
"观看","觀看","guan1kan4","7","to watch"
"观摩","觀摩","guan1mo2","7","to observe and emulate"
"观望","觀望","guan1wang4","7","to wait and see"
"关税","關稅","guan1shui4","7","customs duty"
"关切","關切","guan1qie4","7","to be deeply concerned"
"关怀","關懷","guan1huai2","7","care"
"关头","關頭","guan1tou2","7","juncture"
"关照","關照","guan1zhao4","7","to take care"
"管线","管線","guan3xian4","7","pipeline"
"贯彻","貫徹","guan4che4","7","to implement"
"灌输","灌輸","guan4shu1","7","to imbue with"
"光顾","光顧","guang1gu4","7","to visit (as a customer)"
"光辉","光輝","guang1hui1","7","radiance"
"规范","規範","gui1fan4","7","norm"
"规格","規格","gui1ge2","7","standard"
"归","歸","gui1","7","to return"
"归还","歸還","gui1huan2","7","to return sth"
"归纳","歸納","guin1a4","7","to sum up"
"轨道","軌道","gui3dao4","7","orbit"
"贵宾","貴賓","gui4bin1","7","honored guest"
"国产","國產","guo2chan3","7","made in one's own country"
"国防","國防","guo2fang2","7","national defense"
"国境","國境","guo2jing4","7","national border"
"国君","國君","guo2jun1","7","monarch"
"国民","國民","guo2min2","7","nationals"
"国营","國營","guo2ying2","7","state-run (company etc)"
"果断","果斷","guo3duan4","7","firm"
"果实","果實","guo3shi2","7","fruit (produced by a plant)"
"果树","果樹","guo3shu4","7","fruit tree"
"过关","過關","guo4guan1","7","to cross a barrier"
"过量","過量","guo4liang4","7","excess"
"过敏","過敏","guo4min3","7","oversensitive"
"过目","過目","guo4mu4","7","to look over"
"过人","過人","guo4ren2","7","to surpass others"
"过失","過失","guo4shi1","7","error"
"过瘾","過癮","guo4yin3","7","to satisfy a craving"
"过重","過重","guo4zhong4","7","overweight (luggage)"
"海啸","海嘯","hai3xiao4","7","tsunami"
"海运","海運","hai3yun4","7","shipping by sea"
"害虫","害蟲","hai4chong2","7","injurious insect"
"行号","行號","hang2hao4","7","(registered) company"
"号子","號子","hao4zi","7","work chant"
"合并","合併","he2bing4","7","to merge"
"合约","合約","he2yue1","7","treaty"
"和谐","和諧","he2xie2","7","harmonious"
"核对","核對","he2dui4","7","to check"
"黑名单","黑名單","hei1ming2dan1","7","blacklist"
"黑社会","黑社會","hei1she4hui4","7","criminal underworld"
"轰动","轟動","hong1dong4","7","to cause a sensation"
"轰轰烈烈","轟轟烈烈","hong1hong1lie4lie4","7","strong"
"红利","紅利","hong2li4","7","bonus"
"红烧","紅燒","hong2shao1","7","simmer-fried (dish)"
"宏伟","宏偉","hong2wei3","7","grand"
"后辈","後輩","hou4bei4","7","younger generation"
"候选人","候選人","hou4xuan3ren2","7","candidate"
"呼吁","呼籲","hu1yu4","7","to call on (sb to do sth)"
"壶","壺","hu2","7","pot"
"胡乱","胡亂","hu2luan4","7","careless"
"户口","戶口","hu4kou3","7","population (counted as number of households for census or taxation)"
"互补","互補","hu4bu3","7","complementary"
"互动","互動","hu4dong4","7","to interact"
"花纹","花紋","hua1wen2","7","decorative design"
"花样","花樣","hua1yang4","7","pattern"
"划不来","划不來","hua2bu4lai2","7","not worth it"
"划得来","划得來","hua2delai2","7","worth it"
"华裔","華裔","hua2yi4","7","ethnic Chinese"
"话剧","話劇","hua4ju4","7","stage play"
"画面","畫面","hua4mian4","7","scene"
"画展","畫展","hua4zhan3","7","art exhibition"
"划时代","劃時代","hua4shi2dai4","7","epoch-marking"
"怀疑","懷疑","huai2yi2","7","to doubt (sth)"
"欢送","歡送","huan1song4","7","to see off"
"换取","換取","huan4qu3","7","to obtain (sth) in exchange"
"慌张","慌張","huang1zhang1","7","confused"
"灰尘","灰塵","hui1chen2","7","dust"
"辉煌","輝煌","hui1huang2","7","splendid"
"回绝","回絕","hui2jue2","7","to rebuff"
"回","迴","hui2xiang3","7","to curve"
"毁损","毀損","hui3sun3","7","impair, damage"
"汇票","匯票","hui4piao4","7","bill of exchange"
"会见","會見","hui4jian4","7","to meet with (sb who is paying a visit)"
"会谈","會談","hui4tan2","7","talks"
"会意","會意","hui4yi4","7","combined ideogram (one of the Six Methods 六書|六书[liu4 shu1] of forming Chinese characters)"
"绘画","繪畫","hui4hua4","7","drawing"
"贿赂","賄賂","hui4lu4","7","to bribe"
"浑身","渾身","hun2shen1","7","all over"
"混浊","混濁","hun4zhuo2","7","turbid"
"火药","火藥","huo3yao4","7","gunpowder"
"货币","貨幣","huo4bi4","7","currency"
"货品","貨品","huo4pin3","7","goods"
"豁达","豁達","huo4da2","7","optimistic"
"基层","基層","ji1ceng2","7","basic level"
"机动","機動","ji1dong4","7","locomotive"
"机警","機警","ji1jing3","7","perceptive"
"机率","機率","ji1lü4","7","probability"
"机密","機密","ji1mi4","7","secret"
"机器人","機器人","ji1qi4ren2","7","mechanical person"
"机制","機制","ji1zhi4","7","mechanism"
"肌肤","肌膚","ji1fu1","7","skin"
"饥饿","飢餓","ji1e4","7","hunger"
"即时","即時","ji2shi2","7","immediate"
"极端","極端","ji2duan1","7","extreme"
"极力","極力","ji2li4","7","to make a supreme effort"
"极为","極為","ji2wei2","7","extremely"
"集结","集結","ji2jie2","7","to assemble"
"集权","集權","ji2quan2","7","centralized power (history), e.g. under an Emperor or party"
"集体","集體","ji2ti3","7","collective (decision)"
"集团","集團","ji2tuan2","7","group"
"急诊","急診","ji2zhen3","7","emergency call"
"籍贯","籍貫","ji2guan4","7","one's native place"
"击落","擊落","ji2luo4","7","to shoot down (a plane)"
"继承","繼承","ji4cheng2","7","to inherit"
"季风","季風","ji4feng1","7","monsoon"
"剂量","劑量","ji4liang4","7","dosage"
"纪律","紀律","ji4lü4","7","discipline"
"技艺","技藝","ji4yi4","7","skill"
"家伙","傢伙","jia1huo","7","household dish, implement or furniture"
"家家户户","家家戶戶","jia1jia1hu4hu4","7","each and every family (idiom)"
"家电","家電","jia1dian4","7","household electric appliance"
"家属","家屬","jia1shu3","7","family member"
"佳节","佳節","jia1jie2","7","festive day"
"加紧","加緊","jia1jin3","7","to intensify"
"枷锁","枷鎖","jia1suo3","7","stocks and chain"
"夹杂","夾雜","jia2za2","7","to mix together (disparate substances)"
"架构","架構","jia4gou4","7","to construct"
"监督","監督","jian1du1","7","to control"
"坚固","堅固","jian1gu4","7","firm"
"坚忍","堅忍","jian1ren3","7","persevering"
"坚信","堅信","jian1xin4","7","to believe firmly"
"坚硬","堅硬","jian1ying4","7","hard"
"兼职","兼職","jian1zhi2","7","to hold concurrent posts"
"艰苦","艱苦","jian1ku3","7","difficult"
"艰难","艱難","jian1nan2","7","difficult"
"简便","簡便","jian3bian4","7","simple and convenient"
"简称","簡稱","jian3cheng1","7","to be abbreviated to"
"简化","簡化","jian3hua4","7","to simplify"
"简体","簡體","jian3ti3","7","simplified form of Chinese characters, as opposed to traditional form 繁體|繁体[fan2 ti3]"
"检讨","檢討","jian3tao3","7","to examine or inspect"
"贱","賤","jian4","7","inexpensive"
"溅","濺","jian4","7","to splash"
"见解","見解","jian4jie3","7","opinion"
"见识","見識","jian4shi4","7","to gain first-hand knowledge of sth"
"见证","見證","jian4zheng","7","to be witness to"
"健壮","健壯","jian4zhuang4","7","robust"
"将军","將軍","jiang1jun1","7","general"
"奖励","獎勵","jiang3li4","7","to reward"
"奖赏","獎賞","jiang3shang3","7","reward"
"奖状","獎狀","jiang3zhuang4","7","prize certificate"
"讲理","講理","jiang3li3","7","to argue"
"讲习","講習","jiang3xi2","7","to lecture"
"讲义","講義","jiang3yi4","7","teaching materials"
"讲座","講座","jiang3zuo4","7","a course of lectures"
"交错","交錯","jiao1cuo4","7","to crisscross"
"交货","交貨","jiao1huo4","7","to deliver goods"
"交谈","交談","jiao1tan2","7","to discuss"
"脚本","腳本","jiao3ben3","7","script"
"搅和","攪和","jiao3huo","7","to mix (up)"
"轿车","轎車","jiao4che1","7","enclosed carriage for carrying passengers"
"教诲","教誨","jiao4hui3","7","to instruct"
"教员","教員","jiao4yuan2","7","teacher"
"较量","較量","jiao4liang4","7","to pit oneself against sb"
"阶层","階層","jie1ceng2","7","hierarchy"
"阶级","階級","jie1ji2","7","(social) class"
"接连","接連","jie1lian2","7","on end"
"接纳","接納","jien1a4","7","to admit (to membership)"
"接下来","接下來","jie1xia4lai2","7","to accept"
"揭晓","揭曉","jie1xiao3","7","to announce publicly"
"洁白","潔白","jie2bai2","7","spotlessly white"
"节俭","節儉","jie2jian3","7","frugal"
"节庆","節慶","jie2qing4","7","festival"
"结实","結實","jie2shi","7","to bear fruit"
"结业","結業","jie2ye4","7","to finish school, esp. a short course"
"结缘","結緣","jie2yuan2","7","to form ties"
"捷运","捷運","jie2yun4","7","rapid transit"
"解说","解說","jie3shuo1","7","to explain"
"解体","解體","jie3ti3","7","to break up into components"
"解脱","解脫","jie3tuo1","7","to untie"
"解约","解約","jie3yue1","7","to terminate an agreement"
"届时","屆時","jie4shi2","7","when the time comes"
"戒备","戒備","jie4bei4","7","to take precautions"
"借贷","借貸","jie4dai4","7","to borrow or lend money"
"金钱","金錢","jin1qian2","7","money"
"金鱼","金魚","jin1yu2","7","goldfish"
"津贴","津貼","jin1tie1","7","allowance"
"紧凑","緊湊","jin3cou4","7","compact"
"紧密","緊密","jin3mi4","7","inseparably close"
"紧缩","緊縮","jin3suo1","7","(economics) to reduce"
"谨慎","謹慎","jin3shen4","7","cautious"
"劲","勁","jin4","7","strength"
"进场","進場","jin4chang3","7","to go into"
"进度","進度","jin4du4","7","pace"
"进而","進而","jin4er2","7","and then (what follows next)"
"进攻","進攻","jin4gong1","7","to attack"
"进化","進化","jin4hua4","7","evolution"
"进军","進軍","jin4jun1","7","to march"
"进修","進修","jin4xiu1","7","to undertake advanced studies"
"进展","進展","jin4zhan3","7","to make headway"
"晋级","晉級","jin4ji2","7","to advance in rank"
"精华","精華","jing1hua2","7","best feature"
"精致","精緻","jing1zhi4","7","delicate"
"经典","經典","jing1dian3","7","the classics"
"经书","經書","jing1shu1","7","classic books in Confucianism"
"惊惶","驚惶","jing1huang2","7","panic-stricken"
"惊奇","驚奇","jing1qi2","7","to be amazed"
"惊喜","驚喜","jing1xi3","7","nice surprise"
"惊险","驚險","jing1xian3","7","thrilling"
"鲸鱼","鯨魚","jing1yu2","7","whale"
"警报","警報","jing3bao4","7","(fire) alarm"
"警觉","警覺","jing3jue2","7","to be on guard"
"警卫","警衛","jing3wei4","7","to stand guard over"
"景观","景觀","jing3guan1","7","landscape"
"景气","景氣","jing3qi4","7","(of economy, business etc) flourishing"
"静脉","靜脈","jing4mai4","7","vein"
"静态","靜態","jing4tai4","7","static"
"竞赛","競賽","jing4sai4","7","race"
"竞选","競選","jing4xuan3","7","to take part in an election"
"纠纷","糾紛","jiu1fen1","7","dispute"
"酒馆","酒館","jiu3guan3","7","tavern"
"就绪","就緒","jiu4xu4","7","to be ready"
"救济","救濟","jiu4ji4","7","emergency relief"
"沮丧","沮喪","ju3sang4","7","dispirited"
"举例","舉例","ju3li4","7","to give an example"
"举止","舉止","ju3zhi3","7","bearing"
"举重","舉重","ju3zhong4","7","to lift weights"
"据悉","據悉","ju4xi1","7","according to reports"
"捐献","捐獻","juan1xian4","7","to donate"
"捐赠","捐贈","juan1zeng4","7","to contribute (as a gift)"
"决赛","決賽","jue2sai4","7","finals (of a competition)"
"决议","決議","jue2yi4","7","resolution"
"抉择","抉擇","jue2ze2","7","to choose (literary)"
"绝大多数","絕大多數","jue2da4duo1shu4","7","absolute majority"
"绝迹","絕跡","jue2ji1","7","to be eradicated"
"均匀","均勻","jun1yun2","7","even"
"军备","軍備","jun1bei4","7","(military) arms"
"军阀","軍閥","jun1fa2","7","military clique"
"军官","軍官","jun1guan1","7","officer (military)"
"军舰","軍艦","jun1jian4","7","warship"
"开办","開辦","kai1ban4","7","to open"
"开导","開導","kai1dao3","7","to talk sb round"
"开动","開動","kai1dong4","7","to start"
"开饭","開飯","kai1fan4","7","to serve a meal"
"开口","開口","kai1kou3","7","to open one's mouth"
"开阔","開闊","kai1kuo4","7","wide"
"开路","開路","kai1lu4","7","to open up a path"
"开幕","開幕","kai1mu4","7","to open (a conference)"
"开盘","開盤","kai1pan2","7","to commence trading (stock market)"
"开辟","開闢","kai1pi4","7","to open up"
"开启","開啟","kai1qi3","7","to open"
"开头","開頭","kai1tou2","7","beginning"
"开销","開銷","kai1xiao1","7","to pay (expenses)"
"开业","開業","kai1ye4","7","to open a business"
"开展","開展","kai1zhan3","7","to launch"
"开张","開張","kai1zhang1","7","to open a business"
"康复","康復","kang1fu4","7","to recuperate"
"抗争","抗爭","kang4zheng1","7","to resist"
"考场","考場","kao3chang3","7","exam room"
"考验","考驗","kao3yan4","7","to test"
"刻画","刻畫","ke4hua4","7","to portray"
"苛责","苛責","ke1ze2","7","to criticize harshly"
"可观","可觀","ke3guan1","7","considerable"
"可见","可見","ke3jian4","7","it can clearly be seen (that this is the case)"
